20.000,21.000,22.000,23.000,24.000,25.000,26.000,27.000,28.000,29.000,30.000,31.000,32.000,33.000,34.000,35.000,36.000,37.000,38.000,39.000,40.000
1.461654808839467357e-02,1.333540374785582849e-02,1.158964121241731760e-02,9.590696940280571403e-03,7.919465074146092576e-03,6.021747388399154022e-03,5.312508624098738474e-03,2.974351313237727501e-03,2.019170411705753510e-03,7.920918338236160317e-05,1.740891330655791602e-02,1.631666222721819826e-02,1.490349137446089767e-02,1.338900723900268708e-02,1.257618091024284568e-02,1.081686629563241575e-02,1.000502608844479335e-02,9.551488568799268442e-03,8.052654938263029138e-03,7.265903316200708617e-03,2.991845149607610943e-03
1.760555500216719194e-02,1.632802819221695900e-02,1.394757803500291937e-02,1.201155587078904519e-02,1.046065712224107658e-02,8.463795109563451713e-03,6.240447277273256099e-03,5.205578366429694515e-03,3.608423144688191475e-03,3.236144390220310751e-03,1.970848139827253986e-02,1.948083249523339944e-02,1.807127917306473874e-02,1.656041256819514029e-02,1.575120377002393879e-02,1.399550668600212100e-02,1.318728400940309686e-02,1.273736402034621185e-02,1.124214792039858468e-02,1.045901382892490405e-02,5.737632067910683475e-03
1.606986098392679252e-02,1.533002879285476350e-02,1.372687183636132902e-02,1.179446720273608085e-02,1.041676278581886439e-02,7.861882010886306338e-03,7.390541083725402083e-03,4.195971254108130100e-03,2.654560446714027133e-03,2.676751771695948245e-03,1.992623779638368064e-02,1.898653437790585874e-02,1.848886275587861838e-02,1.631755247916920337e-02,1.429218340760464445e-02,1.488036305115557345e-02,1.334775278607326643e-02,1.116710518520956652e-02,1.184699622389594198e-02,1.099450774344616633e-02,5.945410843957540936e-03
1.715252004574938094e-02,1.588222829697640004e-02,1.347893809045223878e-02,1.155015098741564439e-02,1.003178930953517456e-02,8.025876756616270868e-03,5.769555312020988036e-03,4.791672488309625666e-03,3.200553537089326217e-03,1.549408251485098753e-03,2.016908911587482478e-02,1.888563870746377826e-02,1.698495700833198285e-02,1.617278291958802738e-02,1.539886108461489822e-02,1.359657883197572248e-02,1.281233355126189244e-02,1.240953431392284589e-02,1.087161433255705301e-02,1.009739347768322248e-02,6.307423936242131934e-03
1.713620810069985123e-02,1.560584782966860373e-02,1.327557411914122298e-02,1.135040454669326848e-02,9.999112956988034928e-03,7.891611934983985832e-03,5.379157485514415860e-03,4.726286919316188828e-03,3.555261690657021689e-03,1.921920519623629420e-03,1.975333010583897597e-02,1.898064571632689101e-02,1.673852230526413909e-02,1.601841493807749928e-02,1.542932766827308233e-02,1.328298090902106654e-02,1.261050968413927886e-02,1.246899202292338360e-02,1.061208089202418658e-02,9.852318685552238775e-03,5.236828848242461310e-03
1.548107388191339792e-02,1.471951110880198588e-02,1.312720674407441557e-02,1.120565470221505933e-02,9.807968347240042517e-03,7.304543010186195784e-03,6.800492866578994322e-03,3.894896012155035780e-03,2.480268491444490020e-03,2.103147850954639742e-03,1.942464179866063012e-02,1.795836302793824002e-02,1.796625297037229840e-02,1.583880932336773073e-02,1.789595711675279199e-02,1.640725875917903309e-02,1.508437419379626832e-02,1.076520558654051052e-02,1.140184570021850197e-02,1.056202793558237707e-02,4.818273233874778572e-03
1.635375627016551550e-02,1.509431711315842306e-02,1.295336046570744193e-02,1.103542595443672558e-02,9.316347443729125488e-03,7.457463833369079587e-03,5.572430861148322534e-03,4.306623763000463900e-03,2.370711042473924723e-03,8.546738295053951662e-04,1.964351598757381467e-02,1.836239837702004218e-02,1.681079937034925254e-02,1.575467144340657322e-02,2.255746310783211805e-02,2.138670917581263209e-02,1.676061542013095040e-02,1.177679170659153007e-02,1.066730195439850870e-02,9.889901184919461241e-03,5.354501661668162327e-03
1.682623935376397276e-02,1.499240772504520369e-02,1.281058771152088216e-02,1.089627073083877795e-02,9.704507598360209708e-03,7.512164164698340030e-03,4.774294143106136423e-03,4.400395215766114698e-03,2.833178425367885445e-03,7.958560125833763488e-04,1.974457973216069140e-02,1.875650870918681157e-02,1.610296617435415245e-02,1.568117819542656777e-02,1.798341672387644696e-02,2.081645765883961829e-02,1.522274514504078080e-02,1.235649876360959964e-02,1.021699651560654953e-02,9.477947943116168950e-03,4.508894088768547470e-03
1.516885336995585018e-02,1.431374752641896217e-02,1.273229575345725950e-02,1.082159630336379519e-02,9.335969488818582351e-03,6.973487232397185265e-03,6.340718752215826481e-03,3.452998129780046610e-03,2.777689510189695898e-03,1.675233652341165391e-03,1.915259100360523770e-02,1.743729685380883410e-02,1.757903685856400389e-02,1.556822194324343489e-02,1.369232207074148888e-02,1.682703115027107954e-02,1.419536298416300413e-02,1.064514766628273101e-02,1.111929407664134783e-02,1.029615412708280442e-02,3.923460024728528395e-03
1.574920743052285813e-02,1.450062086528163333e-02,1.273949304254516635e-02,1.083241112304031417e-02,8.797045574394826706e-03,7.091759124620025667e-03,5.804340543377486950e-03,4.700863360622128950e-03,2.105186313178727953e-03,8.865738255086214048e-04,1.932010009828517838e-02,1.792726847729640693e-02,1.685470194699793811e-02,1.554233005819292968e-02,1.430967291776623351e-02,1.345086641152738738e-02,1.240158299581946288e-02,1.133737302894947951e-02,1.067645460207304609e-02,9.895197085617271626e-03,4.568185386458437081e-03
1.666183786792439434e-02,1.463430636828069384e-02,1.255288555916453386e-02,1.064942117024829382e-02,9.565264359157527041e-03,7.331931978782610382e-03,5.204053057333735133e-03,4.008678051091174588e-03,2.706975556279453410e-03,0.000000000000000000e+00,1.961340062349575808e-02,1.868965451578835646e-02,1.593859986857470989e-02,1.554830224582062770e-02,1.525302372327871914e-02,1.260632569968081484e-02,1.211796037317300345e-02,1.238503925590964116e-02,1.006542536223956064e-02,9.343646647778300340e-03,3.993747522756205259e-03
1.563430273156555736e-02,1.439295122750158459e-02,1.254229644022241894e-02,1.064244958189482226e-02,8.942557745207163622e-03,7.429707616178712892e-03,5.805389787181342021e-03,3.362314577297492724e-03,2.124775703384637615e-03,1.171620040877285884e-03,1.910737210410604070e-02,1.748099247173859339e-02,1.723951527157563390e-02,1.550555399062505946e-02,1.379710435204922758e-02,1.387226700922417066e-02,1.254193128408501168e-02,1.079816203076286452e-02,1.100438062591474475e-02,1.020146155676648902e-02,3.268716262680534945e-03
