sample_index,timestamp_utc,timestamp_monotonic,x_mm,y_mm,z_mm,trigger_raw,trigger_latched,probe_signal_raw,probe_signal_unit,xy_position_uncertainty_mm,z_position_uncertainty_mm,probe_trigger_repeatability_mm
0,2026-09-12T13:43:38.103638+00:00,10958.057139835,20.0,20.0,120.05950305567303,False,False,0.0595030556730336,mm,0.01,0.0025,0.005
1,2026-09-12T13:43:38.103887+00:00,10958.057389357,21.0,20.0,120.05981126310463,False,False,0.059811263104634804,mm,0.01,0.0025,0.005
2,2026-09-12T13:43:38.104240+00:00,10958.057742336,22.0,20.0,120.05878819391238,False,False,0.05878819391237755,mm,0.01,0.0025,0.005
3,2026-09-12T13:43:38.104624+00:00,10958.058126676,23.0,20.0,120.0581985630274,False,False,0.05819856302740334,mm,0.01,0.0025,0.005
4,2026-09-12T13:43:38.104981+00:00,10958.058483431,24.0,20.0,120.05971237827468,False,False,0.05971237827468201,mm,0.01,0.0025,0.005
5,2026-09-12T13:43:38.105360+00:00,10958.058861962,25.0,20.0,120.06017498777635,False,False,0.06017498777634955,mm,0.01,0.0025,0.005
6,2026-09-12T13:43:38.105774+00:00,10958.059276398,26.0,20.0,120.06054198050619,False,False,0.06054198050618709,mm,0.01,0.0025,0.005
7,2026-09-12T13:43:38.106161+00:00,10958.059662418,27.0,20.0,120.06317267768512,False,False,0.0631726776851167,mm,0.01,0.0025,0.005
8,2026-09-12T13:43:38.106590+00:00,10958.06009191,28.0,20.0,120.06514784221439,False,False,0.06514784221438674,mm,0.01,0.0025,0.005
9,2026-09-12T13:43:38.106868+00:00,10958.06037124,29.0,20.0,120.06653781544063,False,False,0.06653781544062554,mm,0.01,0.0025,0.005
10,2026-09-12T13:43:38.107054+00:00,10958.06055737,30.0,20.0,120.0902032898048,False,False,0.09020328980480485,mm,0.01,0.0025,0.005
11,2026-09-12T13:43:38.107247+00:00,10958.060749724,31.0,20.0,120.09369298774104,False,False,0.0936929877410364,mm,0.01,0.0025,0.005
12,2026-09-12T13:43:38.107407+00:00,10958.060910077,32.0,20.0,120.09618639961741,False,False,0.09618639961740882,mm,0.01,0.0025,0.005
13,2026-09-12T13:43:38.107446+00:00,10958.060949613,33.0,20.0,120.1008177079752,False,False,0.10081770797519596,mm,0.01,0.0025,0.005
14,2026-09-12T13:43:38.107607+00:00,10958.061110223,34.0,20.0,120.10579886214687,False,False,0.10579886214686951,mm,0.01,0.0025,0.005
15,2026-09-12T13:43:38.107776+00:00,10958.0612796,35.0,20.0,120.1094838628489,False,False,0.10948386284890432,mm,0.01,0.0025,0.005
16,2026-09-12T13:43:38.107810+00:00,10958.061313585,36.0,20.0,120.11503071553844,False,False,0.11503071553843824,mm,0.01,0.0025,0.005
17,2026-09-12T13:43:38.107840+00:00,10958.061342961,37.0,20.0,120.1214570315374,False,False,0.12145703153740328,mm,0.01,0.0025,0.005
18,2026-09-12T13:43:38.107870+00:00,10958.061372833,38.0,20.0,120.12642244126997,False,False,0.12642244126996616,mm,0.01,0.0025,0.005
19,2026-09-12T13:43:38.107900+00:00,10958.061403297,39.0,20.0,120.13285720820484,False,False,0.1328572082048396,mm,0.01,0.0025,0.005
20,2026-09-12T13:43:38.107930+00:00,10958.061433074,40.0,20.0,120.14066286217235,False,False,0.14066286217234847,mm,0.01,0.0025,0.005
21,2026-09-12T13:43:38.107961+00:00,10958.061464482,20.0,21.0,120.0563019656778,False,False,0.05630196567780388,mm,0.01,0.0025,0.005
22,2026-09-12T13:43:38.107992+00:00,10958.061495042,21.0,21.0,120.05616659516004,False,False,0.05616659516003608,mm,0.01,0.0025,0.005
23,2026-09-12T13:43:38.108021+00:00,10958.061523779,22.0,21.0,120.0553929194899,False,False,0.0553929194899041,mm,0.01,0.0025,0.005
24,2026-09-12T13:43:38.108057+00:00,10958.061560483,23.0,21.0,120.05503929790372,False,False,0.05503929790371842,mm,0.01,0.0025,0.005
25,2026-09-12T13:43:38.108086+00:00,10958.061589379,24.0,21.0,120.0561072905827,False,False,0.05610729058270181,mm,0.01,0.0025,0.005
26,2026-09-12T13:43:38.108116+00:00,10958.061618947,25.0,21.0,120.0567049460885,False,False,0.05670494608850163,mm,0.01,0.0025,0.005
27,2026-09-12T13:43:38.108149+00:00,10958.061651748,26.0,21.0,120.05740536345182,False,False,0.05740536345182079,mm,0.01,0.0025,0.005
28,2026-09-12T13:43:38.108178+00:00,10958.061681556,27.0,21.0,120.05962350741372,False,False,0.05962350741371836,mm,0.01,0.0025,0.005
29,2026-09-12T13:43:38.108207+00:00,10958.06171026,28.0,21.0,120.06160861274185,False,False,0.06160861274184981,mm,0.01,0.0025,0.005
